taskId,createdDate,updatedDate,name,descriptionUrl,description,verification,githubPrRequired,useJury,allowStudentArtefacts,githubRepoName,sourceGithubRepoUrl,type,tags,discipline,attributes,courseTaskId,createdDateCourseTask,updatedDateCourseTask,mentorStartDate,mentorEndDate,maxScore,stageId,scoreWeight,checker,taskOwnerId,studentStartDate,studentEndDate,courseId,pairsCount,typeCourseTask,disabled,createdDateCourse,updatedDateCourse,nameCourse,year,primarySkillId,primarySkillName,locationName,alias,completed,descriptionCourse,descriptionUrlCourse,planned,courseStartDate,courseEndDate,fullName,registrationEndDate,inviteOnly
472,2020-02-19 15:12:35.267242,2020-02-19 15:22:41.830318,Towel Sort,https://github.com/rolling-scopes-school/towel-sort/blob/master/README.md,,auto,f,f,f,towel-sort,https://github.com/rolling-scopes-school/towel-sort,jstask,"stage1,algorithms",,{},383,2020-02-19 15:19:31.540441,2020-04-15 06:21:15.135146,,,100.0,21.0,0.02,mentor,2103.0,2020-02-19 15:19:00+00,2020-03-23 20:59:00+00,13,,jstask,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
476,2020-02-21 10:24:38.588117,2020-02-21 10:24:38.588117,Singolo,https://github.com/rolling-scopes-school/tasks/tree/master/tasks/markups/level-2/singolo,,manual,f,f,f,,,htmltask,"stage1,html",,{},386,2020-02-21 10:26:08.19839,2020-04-16 06:41:07.623564,,,100.0,21.0,0.5,crossCheck,677.0,2020-02-11 16:00:00+00,2020-03-11 20:59:00+00,13,4.0,htmltask,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
88,2019-04-26 14:55:46.446081,2019-04-26 14:55:46.446081,RS Activist,,,manual,,f,f,,,,,,{},516,2020-07-28 12:44:15.502751,2020-07-28 13:09:30.126726,,,125.0,,0.3,taskOwner,2084.0,2020-07-27 12:43:00+00,2020-07-31 12:43:00+00,13,,test,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
435,2019-09-30 08:14:14.847165,2019-10-15 12:40:10.75085,HTML/CSS Test Advanced,https://github.com/rolling-scopes-school/tasks/blob/master/tasks/html-css-test.md,,auto,f,f,f,,,test,stage1,,{},430,2020-04-04 18:29:20.218081,2020-04-04 19:44:07.634629,,,100.0,,0.1,auto-test,3961.0,2020-04-02 19:00:00+00,2020-04-05 20:59:00+00,13,,test,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
229,2019-05-17 13:01:38.676219,2020-05-18 07:12:04.258434,JS Test,https://developer.mozilla.org/en-US/,,manual,f,f,f,,,test,stage2 ,javascript,{},469,2020-05-18 07:21:41.253547,2020-05-18 07:21:41.253547,,,100.0,,0.1,taskOwner,2612.0,2020-05-16 06:21:00+00,2020-05-17 20:59:00+00,13,,test,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
96,2019-04-26 14:55:46.485433,2020-05-20 14:50:43.259867,Presentation (live),https://github.com/rolling-scopes-school/tasks/blob/master/tasks/presentation.md,,manual,f,t,f,,,jstask,,,{},470,2020-05-19 07:14:01.547008,2020-05-19 07:14:01.547008,,,60.0,,1.0,jury,7767.0,2020-05-24 06:13:00+00,2020-06-08 06:13:00+00,13,,jstask,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
89,2019-04-26 14:55:46.450715,2020-05-20 14:51:08.093014,Presentation (recorded),https://github.com/rolling-scopes-school/tasks/blob/master/tasks/presentation.md,,manual,f,f,t,,,jstask,,,{},468,2020-05-15 19:29:38.968646,2020-05-18 07:30:04.164374,,,120.0,,1.0,mentor,,2020-04-14 18:29:00+00,2020-05-24 20:59:00+00,13,,jstask,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
129,2019-05-13 11:45:12.64168,2020-03-09 11:46:32.445946,Codewars stage 2,https://github.com/rolling-scopes-school/tasks/blob/master/tasks/codewars.md,,auto,f,f,f,,,codewars:stage2,codewars,,{},426,2020-03-31 11:04:53.472383,2020-04-26 07:58:32.713823,,,128.0,,0.5,auto-test,,2020-03-30 19:59:00+00,2020-04-26 20:59:00+00,13,,codewars:stage2,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
434,2019-09-30 08:09:29.61975,2019-10-08 14:24:55.849506,RS School Test,https://github.com/rolling-scopes-school/tasks/blob/master/tasks/rs-school-test.md,,auto,f,f,f,,,test,stage1,,{},387,2020-02-24 06:42:44.772736,2020-02-25 10:28:14.611904,,,54.0,21.0,0.1,taskOwner,587.0,2020-02-22 15:00:00+00,2020-02-23 15:00:00+00,13,,test,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
433,2019-09-30 08:05:43.034506,2019-10-08 14:25:09.658362,HTML/CSS Test,https://github.com/rolling-scopes-school/tasks/blob/master/tasks/html-css-test.md,,auto,f,f,f,,,test,stage1,,{},401,2020-03-09 08:21:51.143582,2020-03-10 08:46:07.22067,,,100.0,21.0,0.1,taskOwner,3961.0,2020-03-08 19:00:00+00,2020-03-08 19:00:00+00,13,,test,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
465,2020-02-09 18:17:26.12848,2020-02-09 18:17:26.12848,Codewars stage 1,https://github.com/rolling-scopes-school/tasks/blob/master/tasks/codewars-stage-1.md,,auto,f,f,f,,,codewars:stage1,codewars,,{},373,2020-02-09 18:18:59.381025,2020-04-15 06:20:24.695743,,,60.0,21.0,0.02,mentor,,2020-02-01 21:00:00+00,2020-03-15 20:59:00+00,13,,codewars:stage1,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
432,2019-09-30 08:03:38.411822,2019-10-28 06:59:48.722431,Git Test,https://github.com/rolling-scopes-school/tasks/blob/master/tasks/git-test.md,,auto,f,f,f,,,test,stage1,,{},388,2020-02-24 06:43:57.26983,2020-02-25 10:28:23.927547,,,50.0,21.0,0.1,taskOwner,2480.0,2020-02-22 15:00:00+00,2020-02-23 15:00:00+00,13,,test,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
424,2019-09-20 09:40:16.65468,2019-11-01 14:31:12.362038,JS: Expression Calculator,https://github.com/romacher/expression-calculator,,auto,f,f,f,expression-calculator,https://github.com/romacher/expression-calculator,jstask,stage1,,{},398,2020-03-02 13:24:43.551181,2020-04-15 06:20:53.211152,,,100.0,21.0,0.05,mentor,2103.0,2020-03-02 13:24:00+00,2020-03-22 20:59:00+00,13,,jstask,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
421,2019-09-17 13:40:31.235798,2019-11-01 14:31:18.390464,JS: Brackets,https://github.com/Shastel/brackets,,auto,f,f,f,brackets,https://github.com/Shastel/brackets,jstask,stage1,,{},399,2020-03-02 13:25:46.327431,2020-04-15 06:20:46.281114,,,100.0,21.0,0.02,mentor,2103.0,2020-03-02 13:25:00+00,2020-03-22 20:59:00+00,13,,jstask,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
426,2019-09-20 09:54:01.865495,2019-11-08 11:44:00.705846,JS: Morse-decoder,https://github.com/romacher/morse-decoder,,auto,f,f,f,morse-decoder,https://github.com/romacher/morse-decoder,jstask,stage1,,{},397,2020-03-02 13:24:09.075432,2020-04-15 06:20:30.882926,,,100.0,21.0,0.02,mentor,2103.0,2020-03-20 13:20:00+00,2020-03-22 20:59:00+00,13,,jstask,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
83,2019-04-26 14:55:46.421933,2019-11-30 18:36:50.662322,CoreJS,https://github.com/mikhama/core-js-101,,auto,t,f,f,core-js-101,https://github.com/mikhama/core-js-101,jstask,,,{},441,2020-04-27 06:48:44.946611,2020-05-18 06:26:17.921701,,,100.0,,0.5,auto-test,2032.0,2020-04-26 21:59:00+00,2020-05-17 20:59:00+00,13,,jstask,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
84,2019-04-26 14:55:46.426978,2020-02-10 18:45:57.803066,"HTML, CSS & Git Basics",https://github.com/rolling-scopes-school/tasks/blob/master/tasks/codejam-cv.md,,auto,f,f,f,,,cv:html,stage1,,{},370,2020-02-02 04:03:10.255065,2020-04-15 06:19:57.494767,,,100.0,21.0,0.01,autoTest,,2020-02-02 02:02:00+00,2020-02-18 20:59:00+00,13,,cv:html,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
437,2019-10-06 11:20:27.617946,2020-02-10 06:18:24.928919,Markdown & Git,https://github.com/rolling-scopes-school/tasks/blob/master/tasks/git-markdown.md,,auto,f,f,f,,,cv:markdown,stage1,,{},369,2020-02-02 03:55:35.429745,2020-04-15 06:19:50.045555,,,100.0,21.0,0.01,mentor,,2020-02-02 01:54:00+00,2020-02-16 20:59:00+00,13,,cv:markdown,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
444,2019-11-04 08:12:31.634176,2020-05-19 12:56:43.546064,Virtual Keyboard,https://github.com/rolling-scopes-school/tasks/blob/master/tasks/virtual-keyboard/virtual-keyboard-ru.md,,manual,f,f,f,,,jstask,"stage2 ,js",javascript,{},423,2020-03-31 10:19:16.141261,2020-04-06 07:07:06.10971,,,110.0,,0.7,mentor,1090.0,2020-03-23 21:00:00+00,2020-04-07 20:59:00+00,13,,jstask,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
536,2020-07-22 08:08:14.64887,2020-07-22 08:08:14.64887,RS CloneWars,https://github.com/rolling-scopes-school/tasks,,manual,f,f,f,,,test,stage2 ,javascript,{},512,2020-07-22 08:09:46.748699,2020-07-22 08:09:46.748699,,,520.0,,1.0,taskOwner,2084.0,2020-07-22 08:09:00+00,2020-07-22 21:00:00+00,13,,test,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
520,2020-06-02 11:28:16.858003,2020-06-02 11:29:43.695887,English puzzle,https://github.com/rolling-scopes-school/tasks/blob/master/tasks/rslang/english-puzzle.md,,manual,f,f,f,,,jstask,"js,stage2 ",javascript,{},476,2020-06-02 11:31:47.301654,2020-06-02 11:34:11.977823,,,180.0,,0.1,mentor,2480.0,2020-06-01 07:00:00+00,2020-06-14 20:59:00+00,13,,jstask,f,2019-10-21 08:05:31.068833,2020-08-24 11:56:19.468768,RS 2020 Q1,,javascript,JavaScript,,rs-2020-q1,t,"Javascript / Frontend Курс.
Вводное занятие - 2 февраля
Организационный вебинар начнется 2 февраля в 12:00 по минскому времени (GMT+3). Мы расскажем о процессе обучения в RS School и выдадим задания для первого этапа обучения.

Вебинар будет транслироваться на канале https://www.youtube.com/c/rollingscopesschool.
Рекомендуем подписаться на канал и нажать колокольчик, чтобы не пропустить начало трансляции. 

Если у вас не будет возможности присоединиться к онлайн-трансляции, не переживайте! 
Запись вебинара будет размещена на канале в открытом доступе.

Описание тренинга
Основной сайт: https://rs.school/js/

Подробная информация о школе:  https://docs.rs.school",,f,2020-02-02 09:01:56.398+00,2020-07-31 08:01:56.398+00,Rolling Scopes School 2020 Q1: JavaScript/Front-end,2020-03-31 08:40:46.24+00,f
